"questionId","domain","objectiveId","conceptId","type","contentSignatureGroupSize","signatureObjectiveCount","reviewStatus","reviewRationale"
"aplus-core2-190","Operating Systems","1.10","aplus-core2-1.10-22","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-191","Operating Systems","1.11","aplus-core2-1.11-23","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-192","Operating Systems","1.11","aplus-core2-1.11-24","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-193","Operating Systems","1.4","aplus-core2-1.4-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-194","Operating Systems","1.4","aplus-core2-1.4-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-195","Operating Systems","1.3","aplus-core2-1.3-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-196","Operating Systems","1.9","aplus-core2-1.9-04","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-197","Operating Systems","1.8","aplus-core2-1.8-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-198","Operating Systems","1.2","aplus-core2-1.2-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-199","Operating Systems","1.1","aplus-core2-1.1-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-200","Operating Systems","1.9","aplus-core2-1.9-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-201","Operating Systems","1.10","aplus-core2-1.10-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-202","Operating Systems","1.5","aplus-core2-1.5-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-203","Operating Systems","1.1","aplus-core2-1.1-11","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-204","Operating Systems","1.2","aplus-core2-1.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-205","Operating Systems","1.3","aplus-core2-1.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-206","Operating Systems","1.4","aplus-core2-1.4-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-207","Operating Systems","1.5","aplus-core2-1.5-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-208","Security","2.2","aplus-core2-2.2-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-209","Security","2.5","aplus-core2-2.5-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-210","Security","2.1","aplus-core2-2.1-03","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-211","Security","2.10","aplus-core2-2.10-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-212","Security","2.4","aplus-core2-2.4-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-213","Security","2.1","aplus-core2-2.1-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-214","Security","2.5","aplus-core2-2.5-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-215","Security","2.7","aplus-core2-2.7-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-216","Security","2.8","aplus-core2-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-217","Security","2.5","aplus-core2-2.5-10","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-218","Security","2.1","aplus-core2-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-219","Security","2.2","aplus-core2-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-220","Security","2.3","aplus-core2-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-221","Security","2.3","aplus-core2-2.3-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-222","Security","2.4","aplus-core2-2.4-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-223","Security","2.5","aplus-core2-2.5-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-224","Security","2.6","aplus-core2-2.6-17","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-225","Security","2.6","aplus-core2-2.6-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-226","Security","2.7","aplus-core2-2.7-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-227","Security","2.8","aplus-core2-2.8-20","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-228","Security","2.9","aplus-core2-2.9-21","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-229","Security","2.9","aplus-core2-2.9-22","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-230","Security","2.10","aplus-core2-2.10-23","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-231","Security","2.11","aplus-core2-2.11-24","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-232","Security","2.11","aplus-core2-2.11-25","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-233","Security","2.2","aplus-core2-2.2-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-234","Security","2.5","aplus-core2-2.5-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-235","Security","2.1","aplus-core2-2.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-236","Security","2.10","aplus-core2-2.10-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-237","Security","2.4","aplus-core2-2.4-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-238","Security","2.1","aplus-core2-2.1-06","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-239","Security","2.5","aplus-core2-2.5-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-240","Security","2.7","aplus-core2-2.7-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-241","Security","2.8","aplus-core2-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-242","Security","2.5","aplus-core2-2.5-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-243","Security","2.1","aplus-core2-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-244","Security","2.2","aplus-core2-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-245","Security","2.3","aplus-core2-2.3-13","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-246","Security","2.3","aplus-core2-2.3-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-247","Security","2.4","aplus-core2-2.4-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-248","Security","2.5","aplus-core2-2.5-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-249","Security","2.6","aplus-core2-2.6-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-250","Security","2.6","aplus-core2-2.6-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-251","Security","2.7","aplus-core2-2.7-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-252","Security","2.8","aplus-core2-2.8-20","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-253","Security","2.9","aplus-core2-2.9-21","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-254","Security","2.9","aplus-core2-2.9-22","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-255","Security","2.10","aplus-core2-2.10-23","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-256","Security","2.11","aplus-core2-2.11-24","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-257","Security","2.11","aplus-core2-2.11-25","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-258","Security","2.2","aplus-core2-2.2-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-259","Security","2.5","aplus-core2-2.5-02","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-260","Security","2.1","aplus-core2-2.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-261","Security","2.10","aplus-core2-2.10-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-262","Security","2.4","aplus-core2-2.4-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-263","Security","2.1","aplus-core2-2.1-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-264","Security","2.5","aplus-core2-2.5-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-265","Security","2.7","aplus-core2-2.7-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-266","Security","2.8","aplus-core2-2.8-09","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-267","Security","2.5","aplus-core2-2.5-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-268","Security","2.1","aplus-core2-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-269","Security","2.2","aplus-core2-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-270","Security","2.3","aplus-core2-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-271","Security","2.3","aplus-core2-2.3-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-272","Security","2.4","aplus-core2-2.4-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-273","Security","2.5","aplus-core2-2.5-16","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-274","Security","2.6","aplus-core2-2.6-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-275","Security","2.6","aplus-core2-2.6-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-276","Security","2.7","aplus-core2-2.7-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-277","Security","2.8","aplus-core2-2.8-20","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-278","Security","2.9","aplus-core2-2.9-21","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-279","Security","2.9","aplus-core2-2.9-22","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-280","Security","2.10","aplus-core2-2.10-23","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-281","Security","2.11","aplus-core2-2.11-24","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-282","Security","2.11","aplus-core2-2.11-25","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-283","Security","2.2","aplus-core2-2.2-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-284","Security","2.5","aplus-core2-2.5-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-285","Security","2.1","aplus-core2-2.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-286","Security","2.10","aplus-core2-2.10-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-287","Security","2.4","aplus-core2-2.4-05","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-288","Security","2.1","aplus-core2-2.1-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-289","Security","2.5","aplus-core2-2.5-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-290","Security","2.7","aplus-core2-2.7-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-291","Security","2.8","aplus-core2-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-292","Security","2.5","aplus-core2-2.5-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-293","Security","2.1","aplus-core2-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-294","Security","2.2","aplus-core2-2.2-12","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-295","Security","2.3","aplus-core2-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-296","Security","2.3","aplus-core2-2.3-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-297","Security","2.4","aplus-core2-2.4-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-298","Security","2.5","aplus-core2-2.5-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-299","Security","2.6","aplus-core2-2.6-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-300","Security","2.6","aplus-core2-2.6-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-301","Security","2.7","aplus-core2-2.7-19","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-302","Security","2.8","aplus-core2-2.8-20","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-303","Security","2.9","aplus-core2-2.9-21","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-304","Security","2.9","aplus-core2-2.9-22","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-305","Security","2.10","aplus-core2-2.10-23","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-306","Security","2.11","aplus-core2-2.11-24","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-307","Security","2.11","aplus-core2-2.11-25","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-308","Security","2.2","aplus-core2-2.2-01","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-309","Security","2.5","aplus-core2-2.5-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-310","Security","2.1","aplus-core2-2.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-311","Security","2.10","aplus-core2-2.10-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-312","Security","2.4","aplus-core2-2.4-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-313","Security","2.1","aplus-core2-2.1-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-314","Security","2.5","aplus-core2-2.5-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-315","Security","2.7","aplus-core2-2.7-08","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-316","Security","2.8","aplus-core2-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-317","Security","2.5","aplus-core2-2.5-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-318","Security","2.1","aplus-core2-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-319","Security","2.2","aplus-core2-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-320","Security","2.3","aplus-core2-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-321","Security","2.3","aplus-core2-2.3-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-322","Security","2.4","aplus-core2-2.4-15","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-323","Security","2.5","aplus-core2-2.5-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-324","Security","2.6","aplus-core2-2.6-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-325","Security","2.6","aplus-core2-2.6-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-326","Security","2.7","aplus-core2-2.7-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-327","Security","2.8","aplus-core2-2.8-20","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-328","Security","2.9","aplus-core2-2.9-21","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-329","Security","2.9","aplus-core2-2.9-22","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-330","Security","2.10","aplus-core2-2.10-23","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-331","Security","2.11","aplus-core2-2.11-24","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-332","Security","2.11","aplus-core2-2.11-25","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-333","Security","2.2","aplus-core2-2.2-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-334","Security","2.5","aplus-core2-2.5-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-335","Security","2.1","aplus-core2-2.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-336","Security","2.10","aplus-core2-2.10-04","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-337","Security","2.4","aplus-core2-2.4-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-338","Security","2.1","aplus-core2-2.1-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-339","Security","2.5","aplus-core2-2.5-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-340","Security","2.7","aplus-core2-2.7-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-341","Security","2.8","aplus-core2-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-342","Security","2.5","aplus-core2-2.5-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-343","Security","2.1","aplus-core2-2.1-11","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-344","Security","2.2","aplus-core2-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-345","Security","2.3","aplus-core2-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-346","Security","2.3","aplus-core2-2.3-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-347","Security","2.4","aplus-core2-2.4-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-348","Security","2.5","aplus-core2-2.5-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-349","Security","2.6","aplus-core2-2.6-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-350","Security","2.6","aplus-core2-2.6-18","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-351","Security","2.7","aplus-core2-2.7-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-352","Security","2.8","aplus-core2-2.8-20","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-353","Security","2.9","aplus-core2-2.9-21","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-354","Security","2.9","aplus-core2-2.9-22","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-355","Security","2.10","aplus-core2-2.10-23","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-356","Security","2.11","aplus-core2-2.11-24","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-357","Security","2.11","aplus-core2-2.11-25","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-358","Security","2.2","aplus-core2-2.2-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-359","Security","2.5","aplus-core2-2.5-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-360","Security","2.1","aplus-core2-2.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-361","Security","2.10","aplus-core2-2.10-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-362","Security","2.4","aplus-core2-2.4-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-363","Security","2.1","aplus-core2-2.1-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-364","Security","2.5","aplus-core2-2.5-07","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-365","Security","2.7","aplus-core2-2.7-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-366","Security","2.8","aplus-core2-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-367","Security","2.5","aplus-core2-2.5-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-368","Security","2.1","aplus-core2-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-369","Security","2.2","aplus-core2-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-370","Security","2.3","aplus-core2-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-371","Security","2.3","aplus-core2-2.3-14","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-372","Security","2.4","aplus-core2-2.4-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-373","Security","2.5","aplus-core2-2.5-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-374","Security","2.6","aplus-core2-2.6-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-375","Security","2.6","aplus-core2-2.6-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-376","Security","2.7","aplus-core2-2.7-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-377","Security","2.8","aplus-core2-2.8-20","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-378","Security","2.9","aplus-core2-2.9-21","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-379","Security","2.9","aplus-core2-2.9-22","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-380","Security","2.10","aplus-core2-2.10-23","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-381","Security","2.11","aplus-core2-2.11-24","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-382","Security","2.11","aplus-core2-2.11-25","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-383","Security","2.2","aplus-core2-2.2-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-384","Security","2.5","aplus-core2-2.5-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-385","Security","2.1","aplus-core2-2.1-03","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-386","Security","2.10","aplus-core2-2.10-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-387","Security","2.4","aplus-core2-2.4-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-388","Security","2.1","aplus-core2-2.1-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core2-389","Security","2.5","aplus-core2-2.5-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
